,index,CODIGO CENTRO,TIPO DE CENTRO,CENTRO,DOMICILIO,MUNICIPIO,DISTRITO MUNICIPAL,COD. POSTAL,TELEFONO,FAX,TITULARIDAD,AREA_TERRITORIAL,URL_CENTRO
2613,Madrid-Capital,28009458,CPR INF-PRI-SEC,SAN VICENTE,"Calle Del Butrón, 33 ",Madrid,San Blas-Canillejas,28022,913067074,913067074,Privado Concertado,Madrid-Capital,http://www.COLEGIOCONCERTADOSANVICENTE.ES
2614,Madrid-Capital,28006378,CPR INF-PRI-SEC,SANTA ANA Y SAN RAFAEL,"Calle Del Doctor Esquerdo, 53 ",Madrid,Salamanca,28028,915738015,915044589,Privado Concertado,Madrid-Capital,http://www.sasr.es
2615,Madrid-Capital,28011428,CPR INF-PRI-SEC,SANTA BEATRIZ DE SILVA,"Calle De Alfonso Martínez Conde, 4 ",Madrid,Carabanchel,28025,915607943,915607943,Privado Concertado,Madrid-Capital,http://www.educa.madrid.org/cc.santabeatrizdesilva.madrid
2616,Madrid-Capital,28014363,CPR INF-PRI-SEC,SANTA CATALINA DE SENA,"Avenida De Alfonso Xiii, 160 ",Madrid,Chamartín,28016,913595605,913452335,Privado Concertado,Madrid-Capital,http://www.educa.madrid.org/cc.santacatalinasena.madrid
2618,Madrid-Capital,28014417,CPR INF-PRI-SEC,SANTA FRANCISCA JAVIER CABRINI,"Calle De Santa Francisca Javier Cabrini, 2 ",Madrid,Hortaleza,28043,913002513,913889463,Privado Concertado,Madrid-Capital,http://www.educa.madrid.org/cc.cabrini.madrid
2619,Madrid-Capital,28009525,CPR INF-PRI-SEC,SANTA GEMA GALGANI,"Calle De Escalona, 59 ",Madrid,Latina,28024,917115093,917117216,Privado Concertado,Madrid-Capital,Sin web
2620,Madrid-Capital,28014454,CPR INF-PRI-SEC,SANTA ISABEL,"Calle De Hortaleza, 77 ",Madrid,Centro,28004,913100916,913194281,Privado Concertado,Madrid-Capital,Sin web
2622,Madrid-Capital,28009586,CPR INF-PRI-SEC,SANTA MARIA,"Calle De Tolosa, 6 ",Madrid,Usera,28041,913415193,913418780,Privado Concertado,Madrid-Capital,http://www.santamariamadrid.es
2623,Madrid-Capital,28011921,CPR INF-PRI-SEC,SANTA MARIA DE LA HISPANIDAD,"Calle Del Vizconde De Uzqueta, 23 ",Madrid,Hortaleza,28042,917412584,917410115,Privado Concertado,Madrid-Capital,http://www.educa.madrid.org/cc.smdelahispanidad.madrid
2626,Madrid-Capital,28009653,CPR INF-PRI-SEC,SANTA MARIA DE LOS PINOS,"Calle De Angelillo, 9 ",Madrid,Puente de Vallecas,28018,917783490,917783490,Privado Concertado,Madrid-Capital,http://colegiosantamariadelospinos.es/
2627,Madrid-Capital,28014491,CPR INF-PRI-SEC,SANTA MARIA DEL BOSQUE,"Calle De La Gaviota, 14 ",Madrid,Carabanchel,28025,915250000,915250899,Privado Concertado,Madrid-Capital,Sin web
2628,Madrid-Capital,28014508,CPR INF-PRI-SEC,SANTA MARIA DEL CARMEN,"Calle De Los Misterios, 38 ",Madrid,Ciudad Lineal,28027,913774569,913671792,Privado Concertado,Madrid-Capital,http://www.educa.madrid.org/cc.smcarmen.madrid
2629,Madrid-Capital,28009641,CPR INF-PRI-SEC,SANTA MARIA DEL PILAR,"Calle De Los Reyes Magos, 3 ",Madrid,Retiro,28009,915738007,915040724,Privado Concertado,Madrid-Capital,http://www.smpilar.es
2630,Madrid-Capital,28020417,CPR INF-PRI-SEC,SANTA MARIA DEL YERMO,"Calle De Gaztambide, 91 ",Madrid,Chamberí,28003,915492917,915499326,Privado Concertado,Madrid-Capital,http://www.educa.madrid.org/cc.yermo.madrid
2631,Madrid-Capital,28069297,CPR INF-PRI-SEC,SANTA MARIA LA BLANCA,"Calle De Monasterio De Oseira, S/n ",Madrid,Fuencarral-El Pardo,28049,917508692,917508636,Privado Concertado,Madrid-Capital,http://www.colegiosantamarialablanca.com/
2632,Madrid-Capital,28008922,CPR INF-PRI-SEC,SANTA MARIA MICAELA,"Calle Vía Carpetana, 105 ",Madrid,Carabanchel,28047,914661300,914662099,Privado Concertado,Madrid-Capital,http://www.educa.madrid.org/cc.smmicaela.madrid
2633,Madrid-Capital,28010448,CPR INF-PRI-SEC,SANTA RAFAELA MARIA,"Calle De Santa Rafaela María Del Sagrado Corazón, 112 ",Madrid,Puente de Vallecas,28053,917858014,917852638,Privado Concertado,Madrid-Capital,http://www.educa.madrid.org/cc.santarafaelamaria.madrid
2634,Madrid-Capital,28014533,CPR INF-PRI-SEC,SANTA RITA,"Calle De Eugenia De Montijo, 53 ",Madrid,Carabanchel,28025,914628683,914618210,Privado Concertado,Madrid-Capital,http://www.colegiosantarita.es
2635,Madrid-Capital,28043077,CPR INF-PRI-SEC,SANTA SUSANA,"Calle De Pedro Heredia, 28 ",Madrid,Salamanca,28028,917260357,917252056,Privado Concertado,Madrid-Capital,http://www.santasusana.corazonistas.madrid
2639,Madrid-Capital,28009793,CPR INF-PRI-SEC,SANTISIMO SACRAMENTO,"Calle De Arturo Soria, 208 ",Madrid,Ciudad Lineal,28043,914135938,915100216,Privado Concertado,Madrid-Capital,http://www.educa.madrid.org/cc.ssacramento.madrid
2640,Madrid-Capital,28009801,CPR INF-PRI-SEC,SANTO ANGEL DE LA GUARDA,"Calle De Villuercas, 4 ",Madrid,Puente de Vallecas,28053,917855661,915074266,Privado Concertado,Madrid-Capital,http://www.educa.madrid.org/cc.sangelguarda.madrid
2641,Madrid-Capital,28009823,CPR INF-PRI-SEC,SANTO ANGEL DE LA GUARDA,"Calle De Alcalá, 587 ",Madrid,San Blas-Canillejas,28022,917416154,917423505,Privado Concertado,Madrid-Capital,www.colegiosantoangelmadrid.es
2642,Madrid-Capital,28014648,CPR INF-PRI-SEC,SANTO DOMINGO,"Glorieta Del Presidente García Moreno, 3 ",Madrid,Moncloa-Aravaca,28003,915332420,915536814,Privado Concertado,Madrid-Capital,Sin web
2644,Madrid-Capital,28017182,CPR INF-PRI-SEC,SIGLO XXI,"Calle De Lituania, 8 ",Madrid,Moratalaz,28030,914375000,914374493,Privado Concertado,Madrid-Capital,http://www.colegiosigloxxi.org
2645,Madrid-Capital,28015100,CPR INF-PRI-SEC,STELLA MARIS,"Calle De Arturo Soria, 71 ",Madrid,Ciudad Lineal,28027,913672004,913672002,Privado Concertado,Madrid-Capital,http://www.educa.madrid.org/cc.stellamaris.madrid
2646,Madrid-Capital,28011908,CPR INF-PRI-SEC,TAJAMAR,"Calle De Pío Felipe, 12 ",Madrid,Puente de Vallecas,28038,914772500,914782036,Privado Concertado,Madrid-Capital,Sin web
2647,Madrid-Capital,28064408,CPR INF-PRI-SEC,TIMON,"Calle De Rusia, 11 ",Madrid,San Blas-Canillejas,28022,915346935,915358310,Privado Concertado,Madrid-Capital,http://www.educa.madrid.org/ cc.timon.madrid
2649,Madrid-Capital,28022335,CPR INF-PRI-SEC,TRABENCO,"Calle De La Reguera De Tomateros, 103 ",Madrid,Puente de Vallecas,28053,917856368,915079149,Privado Concertado,Madrid-Capital,http://www.educa.madrid.org/cc.trabenco.madrid
2650,Madrid-Capital,28058135,CPR INF-PRI-SEC,TRES OLIVOS,"Calle De Casildea De Vandalia, 3 ",Madrid,Fuencarral-El Pardo,28034,917355160,917352333,Privado Concertado,Madrid-Capital,Sin web
2652,Madrid-Capital,28015495,CPR INF-PRI-SEC,VALDELUZ,"Calle De Fermín Caballero, 53 ",Madrid,Fuencarral-El Pardo,28034,913780099,917387975,Privado Concertado,Madrid-Capital,http://www.educa.madrid.org/cc.valdeluz.madrid
2653,Madrid-Capital,28006457,CPR INF-PRI-SEC,VEDRUNA,"Calle De Santa Joaquina De Vedruna, 3 ",Madrid,Villaverde,28021,917983716,917976752,Privado Concertado,Madrid-Capital,http://villaverde.vedruna1826.org
2654,Madrid-Capital,28014867,CPR INF-PRI-SEC,VEDRUNA,"Calle Del Espinar, 41 ",Madrid,Carabanchel,28025,914650109,915257505,Privado Concertado,Madrid-Capital,http://carabanchel@vedruna1826.org
2658,Madrid-Capital,28014910,CPR INF-PRI-SEC,VIRGEN DE ATOCHA,"Avenida De La Ciudad De Barcelona, 1 ",Madrid,Retiro,28007,915524804,915529643,Privado Concertado,Madrid-Capital,http://www.atocha.fesd.es
2664,Madrid-Capital,28013395,CPR INF-PRI-SEC,WISDOM SCHOOL MADRID,"Calle De José Rodríguez Pinilla, 12 ",Madrid,Chamartín,28016,913595027,913508186,Privado Concertado,Madrid-Capital,http://www.wisdomchool.es
2665,Madrid-Capital,28040520,CPR INF-PRI-SEC,ZAZUAR,"Calle De Zazuar, 17 ",Madrid,Villa de Vallecas,28031,913314845,913314902,Privado Concertado,Madrid-Capital,http://www.educa.madrid.org/cc.zazuar.madrid
2669,Madrid-Capital,28073276,CPR PRI-SEC,BROTMADRID,"Calle Del General Romero Basart, 88 ",Madrid,Latina,28044,917107865,917057394,Privado Concertado,Madrid-Capital,http://www.colegiobrotmadrid.es
2670,Madrid-Capital,28067501,CPR PRI-SEC,C.R.E. ANTONIO VICENTE MOSQUETE,Avenida Del Doctor García Tapia C/v A C/ Oberón ,Madrid,Moratalaz,28030,913535628,913535640,Privado Concertado,Madrid-Capital,http://www.educa.madrid.org/cc.avicentemosquete.madrid
2673,Madrid-Capital,28012111,CPR PRI-SEC,HISPANO ALEMAN,"Calle De Serrano, 186 ",Madrid,Chamartín,28002,915635563,915627768,Privado Concertado,Madrid-Capital,http://www.colegiohispanoaleman.com
2675,Madrid-Capital,28014107,CPR PRI-SEC,SAN JOSE DE BEGOÑA,"Calle De Marcos De Orueta, 15 ",Madrid,Fuencarral-El Pardo,28034,913584136,913340065,Privado Concertado,Madrid-Capital,http://www.educa.madrid.org/cc.sanjosebegona.madrid
2676,Madrid-Capital,28027931,CPR PRI-SEC,SAN JUAN GARCIA,"Calle De Camarena, 57 ",Madrid,Latina,28047,917198710,917198711,Privado Concertado,Madrid-Capital,http://www.madrid.colegiostrinitarios.com
2677,Madrid-Capital,28009604,CPR PRI-SEC,SANTA MARIA DE LOS APOSTOLES,"Plaza De La Grosella, 4 ",Madrid,Carabanchel,28044,914627411,915251551,Privado Concertado,Madrid-Capital,http://www.educa.madrid.org/cc.apostoles.madrid
2678,Madrid-Capital,28014651,CPR PRI-SEC,SANTO DOMINGO SAVIO,"Calle De Santo Domingo Savio, 2 ",Madrid,Ciudad Lineal,28017,913683100,913689067,Privado Concertado,Madrid-Capital,http://www.educa.madrid.org/cc.santodomingosavio.madrid
3584,Madrid-Capital,28043089,CPRIEPA,ACADEMIA TOAN,"Calle De José Arcones Gil, 13 ",Madrid,Ciudad Lineal,28017,913675461,-,Privado,Madrid-Capital,Sin web
3585,Madrid-Capital,28059425,CPRIEPA,"CEN-TALLER NORTE JOVEN,VILLA DE VALLECAS","Calle De Peña Veiga, S/n ",Madrid,Villa de Vallecas,28031,917787095,917785046,Privado,Madrid-Capital,Sin web
3586,Madrid-Capital,28062485,CPRIEPA,CENTRO BOBATH DE EDUCACION DE ADULTOS,"Calle Del Mirador De La Reina, 115 ",Madrid,Fuencarral-El Pardo,28035,913767190,913763588,Privado,Madrid-Capital,http://www.fundaciónbobath.org
3587,Madrid-Capital,28067835,CPRIEPA,"CENTRO POLITECNICO A DISTANCIA Y EDITORIAL CPD, S.L.","Calle De Sangenjo, 34 ",Madrid,Fuencarral-El Pardo,28034,913781432,917390931,Privado,Madrid-Capital,http://www.cpd.es
3588,Madrid-Capital,28067306,CPRIEPA,CICA,"Calle De Eduardo Rivas, 10-12 ",Madrid,Carabanchel,28019,913721506,917350393,Privado,Madrid-Capital,Sin web
3589,Madrid-Capital,28073665,CPRIEPA,"EDUCACION, CULTURA Y SOLIDARIDAD","Calle De Paterna, 49-55 ",Madrid,Villaverde,28021,634270147,-,Privado,Madrid-Capital,Sin web
3590,Madrid-Capital,28061092,CPRIEPA,ESCUELA POPULAR DE PROSPERIDAD,"Calle De Luis Cabrera, 19 ",Madrid,Chamartín,28002,915627019,-,Privado,Madrid-Capital,Sin web
3591,Madrid-Capital,28077531,CPRIEPA,INAV,"Calle De José Abascal, 55 ",Madrid,Chamberí,28003,918280149,-,Privado,Madrid-Capital,www.inav.es
3592,Madrid-Capital,28042565,CPRIEPA,NAZARET,"Calle De Cuart De Poblet, 6 ",Madrid,Latina,28047,914654789,0,Privado,Madrid-Capital,Sin web
3593,Madrid-Capital,28036802,CPRIEPA,PRACTIVOX,"Calle De Atocha, 93 ",Madrid,Centro,28014,913690029,914291408,Privado,Madrid-Capital,http://www.practivox.net
3594,Madrid-Capital,28061031,CPRIEPA,RADIO ECCA,"Calle De Los Hermanos Álvarez Quintero, 2 ",Madrid,Centro,28004,915930990,914474045,Privado,Madrid-Capital,http://www.radioeccamadrid.org
3596,Madrid-Capital,28018769,CPR ES,ARIES,"Calle De Núñez De Balboa, 10 ",Madrid,Salamanca,28001,914317414,914316088,Privado,Madrid-Capital,http://www.academiaaries.com
3597,Madrid-Capital,28078213,CPR ES,CAMPUS FP ATOCHA,"Calle De Sebastián Herrera, 14 ",Madrid,Arganzuela,28012,911833122,-,Privado,Madrid-Capital,Sin web
3599,Madrid-Capital,28040416,CPR ES,CENTRO DE FORMACION Y CAPACITACION SOPEÑA MADRID,"Calle Del Arroyo Del Olivar, 10 ",Madrid,Puente de Vallecas,28053,914775995,914780975,Privado,Madrid-Capital,http://www.sopenamadrid.org
3601,Madrid-Capital,28020491,CPR ES,COLEGIO CEU SAN PABLO DE CLAUDIO COELLO,"Calle De Martín De Los Heros, 60 ",Madrid,Salamanca,28008,915615240,915614809,Privado,Madrid-Capital,Sin web
3603,Madrid-Capital,28021781,CPR ES,CUMBRE,"Calle De Costa Rica, 25 ",Madrid,Chamartín,28016,913592584,-,Privado,Madrid-Capital,Sin web
3604,Madrid-Capital,28019907,CPR ES,DARIO ESTUDIO,"Calle Gran Vía, 63 ",Madrid,Centro,28013,915411515,-,Privado,Madrid-Capital,https://www.darioestudio.es
3605,Madrid-Capital,28018897,CPR ES,DIAZ BALAGUER,"Calle De Fernando El Católico, 77 ",Madrid,Chamberí,28015,915443520,915498168,Privado,Madrid-Capital,www.diaz-balaguer.es
3606,Madrid-Capital,28030745,CPR ES,FOMENTO-FUNDACION,"Calle Del Padre Claret, 23 ",Madrid,Chamartín,28002,914134125,-,Privado,Madrid-Capital,Sin web
3607,Madrid-Capital,28079795,CPR ES,GLOBAL COLLEGE,"Calle De Castellón De La Plana, 8 ",Madrid,Chamartín,28006,-,-,Privado,Madrid-Capital,Sin web
3608,Madrid-Capital,28021719,CPR ES,GUZMAN EL BUENO,"Calle De Eugenio Salazar, 15 ",Madrid,Chamartín,28002,914150495,914167641,Privado,Madrid-Capital,http://www.guzmanelbueno.es
3611,Madrid-Capital,28012706,CPR ES,MARIN AMAT,"Calle De Fuencarral, 95 ",Madrid,Centro,28004,914488971,914488971,Privado,Madrid-Capital,Sin web
3612,Madrid-Capital,28074785,CPR ES,NUEVO VELAZQUEZ,"Calle De Rosa Jardón, 9 ",Madrid,Chamartín,28016,915616255,912900431,Privado,Madrid-Capital,http:// http://www.colegiovelazquez.es
3614,Madrid-Capital,28062394,CPR ES,SANTA ANA,"Avenida De Alfonso Xiii, 162 ",Madrid,Chamartín,28016,913459060,-,Privado,Madrid-Capital,www.stannesmadrid.com
3615,Madrid-Capital,28063738,CPR ES,SEMIN.MENOR ARZ.LA INMACULADA Y S.DAMASO,"Plaza De San Francisco, 5 ",Madrid,Centro,28005,913641734,913540311,Privado,Madrid-Capital,Sin web
3616,Madrid-Capital,28041913,CPR ES,T.E.M.S.,"Calle De La Salle, 23 ",Madrid,Moncloa-Aravaca,28023,913572667,-,Privado,Madrid-Capital,http://www.englishmontessorischool.com
3617,Madrid-Capital,28018988,CPR ES,VOX,"Calle Gran Vía, 59 ",Madrid,Centro,28013,915471763,915472753,Privado,Madrid-Capital,Sin web
3618,Madrid-Capital,28078225,CP FPE,CENTRO DE FORMACIÓN TÉCNICO SANITARIA GREGORIO MARAÑON,"Calle Del Doctor Esquerdo, 46 ",Madrid,Retiro,28007,-,-,Privado,Madrid-Capital,Sin web
3619,Madrid-Capital,28060580,CP FPE,ESCUELA DE FORMACION ESPEC. IMAGEN DIAG. HOSPITAL CLINICO SAN CARLOS,"Calle Del Profesor Martín Lagos, S/n ",Madrid,Moncloa-Aravaca,28040,913303583,913303580,Privado,Madrid-Capital,http://www.educa.madrid.org/fpe.hospitalclinico.madrid
3621,Madrid-Capital,28080712,CPR FPE,ACADEF ATOCHA,"Calle De La Condesa Vega Del Pozo, 28 ",Madrid,-,28032,-,-,Privado,Madrid-Capital,Sin web
3625,Madrid-Capital,28080256,CPR FPE,ACADEF FP ARTURO SORIA,"Calle Del Duque De Tamames, 9 ",Madrid,Ciudad Lineal,28043,-,-,Privado,Madrid-Capital,Sin web
3627,Madrid-Capital,28021604,CPR FPE,AFUERA I,"Plaza De Santa Ana, 13 ",Madrid,Centro,28012,914295151,914296406,Privado,Madrid-Capital,http://www.centroafuera.es
3630,Madrid-Capital,28080797,CPR FPE,CAMPUES FP ARTURO SORIA-ESATUR,"Calle De Asura, 40 ",Madrid,Hortaleza,28043,-,-,Privado,Madrid-Capital,Sin web
3631,Madrid-Capital,28078811,CPR FPE,CAMPUS DENTAL MADRID,"Calle De Colombia, 53 ",Madrid,Chamartín,28016,911457575,-,Privado,Madrid-Capital,www.campusdental.es
3637,Madrid-Capital,28080724,CPR FPE,CDP ALBOR MADRID,"Avenida De Carondelet, 35 ",Madrid,Hortaleza,28043,-,-,Privado,Madrid-Capital,Sin web
3638,Madrid-Capital,28074396,CPR FPE,CENP - FP,"Calle De Joaquín María López, 60bis ",Madrid,Chamberí,28015,914484841,-,Privado,Madrid-Capital,Sin web
3639,Madrid-Capital,28065590,CPR FPE,CENTRO BOBATH DE FORMACION PROFESIONAL,"Calle Del Mirador De La Reina, 115 ",Madrid,Fuencarral-El Pardo,28035,913767190,913763588,Privado,Madrid-Capital,Sin web
3640,Madrid-Capital,28046169,CPR FPE,CENTRO DE ESTUDIOS FINANCIEROS,"Calle De Viriato, 52 ",Madrid,Chamberí,28010,914444920,-,Privado,Madrid-Capital,Sin web
3641,Madrid-Capital,28079990,CPR FPE,CENTRO DE ESTUDIOS PROFESIONALES ALMAGRO,"Calle De Almagro, 25 ",Madrid,Chamberí,28010,918153131,-,Privado,Madrid-Capital,https://www.ucjc.edu/formacion-profesional/
3643,Madrid-Capital,28076988,CPR FPE,CENTRO DE ESTUDIOS PROFESIONALES DE LA UNIVERSIDAD CAMILO JOSE CELA.CENTRO FERRAZ,"Calle De Quintana, 21 ",Madrid,Moncloa-Aravaca,28008,-,-,Privado,Madrid-Capital,Sin web
3645,Madrid-Capital,28079552,CPR FPE,CENTRO DE ESTUDIOS SUPERIORES GMQ,"Calle De Luis De Salazar, 9 ",Madrid,Chamartín,28002,699543275,-,Privado,Madrid-Capital,www.gmqtech.es
3647,Madrid-Capital,28077798,CPR FPE,CENTRO DE ESTUDIOS SUPERIORES PROFESIONALES IMF,"Calle De Bernardino Obregón, 25 ",Madrid,Arganzuela,28012,913645157,913664048,Privado,Madrid-Capital,centroestudiosprofesionales.com
3653,Madrid-Capital,28078237,CPR FPE,CENTRO DE FORMACION DINAMICA,"Calle De Babilonia, 19 ",Madrid,Barajas,28042,-,-,Privado,Madrid-Capital,Sin web
3654,Madrid-Capital,28080281,CPR FPE,CENTRO DE FORMACION PROFESIONAL CCC,"Calle De Albasanz, 9 ",Madrid,San Blas-Canillejas,28037,910013348,-,Privado,Madrid-Capital,Sin web
3655,Madrid-Capital,28080438,CPR FPE,CENTRO DE FORMACION PROFESIONAL CCC II,"Calle De Albasanz, 12 ",Madrid,San Blas-Canillejas,28037,910013363,-,Privado,Madrid-Capital,Sin web
3657,Madrid-Capital,28076411,CPR FPE,CENTRO DE FORMACIÓN PROFESIONAL FUNDACIÓN LABORAL DE LA CONSTRUCCIÓN MADRID,"Calle De Rivas, 25 ",Madrid,Vicálvaro,28052,910506966,-,Privado,Madrid-Capital,Sin web
3658,Madrid-Capital,28031592,CPR FPE,CENTRO DE FORMACION TECNICA,"Calle De Carretas, 14 ",Madrid,Centro,28012,915211939,915317966,Privado,Madrid-Capital,www.cenfortec.es
3660,Madrid-Capital,28045748,CPR FPE,CENTRO EUROPEO DE ESTUDIOS PROFESIONALES,"Paseo De Extremadura, 33 ",Madrid,Latina,28011,915266116,915262294,Privado,Madrid-Capital,http://www.grupoceep.com
3661,Madrid-Capital,28076150,CPR FPE,CENTRO MESENA,"Calle De Emeterio Castaños, 11 ",Madrid,Hortaleza,28033,-,-,Privado,Madrid-Capital,Sin web
3664,Madrid-Capital,28075901,CPR FPE,CENTRO SUPERIOR DE HOSTELERIA DEL MEDITERRANEO,"Paseo De La Ermita Del Santo, 48 ",Madrid,Latina,28011,910101487,-,Privado,Madrid-Capital,http://www.cshm.es
3665,Madrid-Capital,28077555,CPR FPE,CENTRO SUPERIOR DE INNOVACIÓN Y DESARROLLO CHF,"Calle De Los Pirineos, 55 ",Madrid,Moncloa-Aravaca,28040,911440632,913115193,Privado,Madrid-Capital,www.csinnovacionydesarrollo-chf.com
3666,Madrid-Capital,28046911,CPR FPE,"CES, ESCUELA SUPERIOR DE IMAGEN Y SONIDO","Calle De Mar Adriático, 11 ",Madrid,Hortaleza,28033,917250000,917269910,Privado,Madrid-Capital,http://www.escuelaces.com
3667,Madrid-Capital,28079345,CPR FPE,CESUR MADRID PLAZA ELIPTICA,"Calle De Santa Lucrecia, 11 ",Madrid,Carabanchel,28019,918192018,-,Privado,Madrid-Capital,http://www.cesurformacion.com
3668,Madrid-Capital,28077786,CPR FPE,CESUR OPEN,"Calle De La Gavia Seca, 15 ",Madrid,Villa de Vallecas,28031,952122500,-,Privado,Madrid-Capital,http://www.cesurformacion.com/
3671,Madrid-Capital,28060087,CPR FPE,CESUR-MADRID,"Calle De Luis Cabrera, 63 ",Madrid,Chamartín,28002,913005958,914167223,Privado,Madrid-Capital,http://www.cesurformacion.com
3672,Madrid-Capital,28075716,CPR FPE,CESUR-MADRID II,"Calle De Albarracín, 27 ",Madrid,San Blas-Canillejas,28037,914400000,914167223,Privado,Madrid-Capital,http://www.cesurformacion.com
3674,Madrid-Capital,28048919,CPR FPE,CEU-INSTITUTO SUPERIOR DE ESTUDIOS PROFESIONALES,"Calle De Los Pirineos, 55 ",Madrid,Moncloa-Aravaca,28040,915447040,915492367,Privado,Madrid-Capital,www.isepceu.es
3675,Madrid-Capital,28049912,CPR FPE,CEV CENTRO DE ESTUDIOS DEL VIDEO,"Calle De Gaztambide, 65 ",Madrid,Chamberí,28015,918232771,-,Privado,Madrid-Capital,Sin web
3676,Madrid-Capital,28074682,CPR FPE,CODESA,"Calle De Diego De León, 34 ",Madrid,Salamanca,28006,914318519,-,Privado,Madrid-Capital,http://www.centro-codesa.com
3678,Madrid-Capital,28056141,CPR FPE,C.RECURSOS COM.SORDA JUAN LUIS MARROQUIN,"Calle De Las Islas Aleutianas, 28 ",Madrid,Fuencarral-El Pardo,28035,913768560,913768564,Privado,Madrid-Capital,Sin web
3679,Madrid-Capital,28073446,CPR FPE,CRUZ ROJA ESPAÑOLA,"Calle De Rafael Villa, S/n ",Madrid,Moncloa-Aravaca,28023,913609676,-,Privado,Madrid-Capital,http://www.cruzrojafp.es
3681,Madrid-Capital,28077518,CPR FPE,EDIX,"Calle De Bruno Abundez, 48 ",Madrid,Puente de Vallecas,28031,917873991,-,Privado,Madrid-Capital,https://institutotecnologico.edix.com
3683,Madrid-Capital,28061079,CPR FPE,ESCUELA INTERNACIONAL DE CIENCIAS DE LA SALUD,"Calle De La Fuente Del Rey, 2 ",Madrid,Moncloa-Aravaca,28023,910228603,-,Privado,Madrid-Capital,www.escuelacienciassalud.com
3684,Madrid-Capital,28076903,CPR FPE,ESCUELA INTERNACIONAL DE PROTOCOLO,"Calle De Los Vascos, 17 ",Madrid,Moncloa-Aravaca,28040,913101803,-,Privado,Madrid-Capital,http://www.protocolo.com
3685,Madrid-Capital,28075662,CPR FPE,ESCUELA PROFESIONAL DON BOSCO,"Calle De María Auxiliadora, 9 ",Madrid,Moncloa-Aravaca,28040,914500472,913980250,Privado,Madrid-Capital,https://www.escuelaprofesionaldonbosco.com/
3686,Madrid-Capital,28078791,CPR FPE,ESCUELA PROFESIONAL IEM,"Calle Del Conde Del Serrallo, 6 ",Madrid,Tetuán,28029,914561216,-,Privado,Madrid-Capital,www.eepigroup.es
3687,Madrid-Capital,28049237,CPR FPE,ESCUELA SUPERIOR DE FORMACION,"Calle Del Doctor Esquerdo, 160 ",Madrid,Retiro,28007,917680212,-,Privado,Madrid-Capital,www.esf.es
3688,Madrid-Capital,28040647,CPR FPE,ESCUELA TECNICA DE ENSEÑANZAS ESPECIALIZADAS,"Calle De Adela Balboa, 16 ",Madrid,Tetuán,28039,915347084,915345111,Privado,Madrid-Capital,Sin web
3689,Madrid-Capital,28080323,CPR FPE,ESDIP ESCUELA DE ARTE,"Calle De Santa Engracia, 122 ",Madrid,Chamberí,28003,913994639,-,Privado,Madrid-Capital,www.esdip.com
3691,Madrid-Capital,28076459,CPR FPE,ESTEC-ESCUELA SUPERIOR DE TECNOLOGÍA,"Calle Del Moscatelar, 10-12 ",Madrid,Hortaleza,28043,910494747,-,Privado,Madrid-Capital,http://www.esne.es
3692,Madrid-Capital,28075017,CPR FPE,FEDA MADRID,"Avenida De Burgos, 12 ",Madrid,Chamartín,28036,-,-,Privado,Madrid-Capital,Sin web
3695,Madrid-Capital,28078420,CPR FPE,FP MADRID ALUCHE,"Avenida Poblados, S/n ",Madrid,Carabanchel,28047,911766620,-,Privado,Madrid-Capital,www.tafadmadrid.es
3698,Madrid-Capital,28074992,CPR FPE,FP MADRID VILLAVERDE,"Calle Transversal Sexta, 17 ",Madrid,Villaverde,28021,911766620,-,Privado,Madrid-Capital,www.tafadmadrid.es
3699,Madrid-Capital,28080694,CPR FPE,FP SUMMA,"Calle Del Cidro, 7 ",Madrid,Carabanchel,28044,-,-,Privado,Madrid-Capital,Sin web
3703,Madrid-Capital,28074803,CPR FPE,GRUPO CTO CENTRO DE FORMACION,"Calle De Francisco Silvela, 106 ",Madrid,Chamartín,28002,917824330,917824343,Privado,Madrid-Capital,http://www.grupocto.es
3704,Madrid-Capital,28080219,CPR FPE,GUZMAN EL BUENO II,"Calle Del Pez Volador (real Canoe Natación Club), 30 ",Madrid,Retiro,28007,-,-,Privado,Madrid-Capital,Sin web
3705,Madrid-Capital,28080773,CPR FPE,G12 MADRID ADRIAN PULIDO,"Calle Adrián Pulido, 7-9 ",Madrid,Tetuán,28039,-,-,Privado,Madrid-Capital,Sin web
3706,Madrid-Capital,28080441,CPR FPE,HAZERTA,"Calle Del Doctor Gómez Ulla, 24 ",Madrid,Salamanca,28028,918388528,-,Privado,Madrid-Capital,https://fp.hazerta.es/
3707,Madrid-Capital,28076502,CPR FPE,IED MADRID ENSEÑANZAS PROFESIONALES,"Calle De La Flor Alta, 8 ",Madrid,Centro,28004,914480444,-,Privado,Madrid-Capital,www.iedmadrid.com
3709,Madrid-Capital,28077294,CPR FPE,ILERNA MADRID,"Calle De Julián Camarillo, 4 ",Madrid,-,-,910841672,-,Privado,Madrid-Capital,www.ilerna.es
3710,Madrid-Capital,28079606,CPR FPE,INAV FP,"Calle De La Maso, 76 ",Madrid,Fuencarral-El Pardo,28034,606736883,-,Privado,Madrid-Capital,www.inav.es/fp
3711,Madrid-Capital,28078249,CPR FPE,INNOVACION EN FORMACION PROFESIONAL,"Calle De Julián Camarillo, 6 ",Madrid,San Blas-Canillejas,28037,911992560,-,Privado,Madrid-Capital,Sin web
